Id,Name,HasLegacyCP
4818540DUS,Ennis Isd,
4818600DUS,Era Isd,
4818810DUS,Everman Isd,
4819080DUS,Farmersville ISD,1
4819620DUS,Forsan Isd,
4819650DUS,Fort Bend ISD,
4819950DUS,Friendswood ISD,1
4820220DUS,Gainesville Isd,
4820340DUS,Garland ISD,
4820500DUS,Gatesville ISD,1
4820600DUS,Georgetown ISD,
4821060DUS,Gonzales Isd,1
4821150DUS,Goose Creek CISD,
4821420DUS,Grand Prairie ISD,
4822530DUS,Harlingen CISD,1
4823640DUS,Houston ISD,1
4823790DUS,Hudson ISD,1
4823910DUS,Humble Isd,1
4824100DUS,Hutto ISD,1
4824210DUS,Ingram Isd,1
4824600DUS,Jarrell ISD,1
4824630DUS,Jasper Isd,1
4825170DUS,Katy ISD,
4825500DUS,Kennedale Isd,
4825590DUS,Kerrville Isd,
4825740DUS,Klein Isd,
4826130DUS,La Joya Isd,
4826160DUS,La Marque Isd,1
4826190DUS,La Porte Isd,1
4826280DUS,La Vega Isd,
4826370DUS,Lackland Isd,
4826490DUS,Lake Worth ISD,1
4826580DUS,Lamar CISD,
4826670DUS,Lancaster ISD,
4827030DUS,Leander ISD,1
4827210DUS,Leonard ISD,1
4827330DUS,Lexington Isd,1
4827720DUS,Little Elm ISD,
4827990DUS,London Isd,
4828550DUS,Lufkin Isd,1
4828650DUS,Lytle Isd,
4828680DUS,Mabank ISD,
4828740DUS,Magnolia ISD,1
4828890DUS,Manor ISD,1
4829580DUS,Maypearl ISD,
4829850DUS,McKinney ISD,1
4830060DUS,Medina Valley Isd,1
4830120DUS,Melissa ISD,1
4830600DUS,Midlothian Isd,
4831170DUS,Monahans-wickett-pyote Isd,1
4831760DUS,Mount Pleasant ISD,1
4832310DUS,Needville ISD,1
4832640DUS,New Waverly Isd,
4833180DUS,Northwest ISD,
4833360DUS,Odem-Edroy ISD,1
4834440DUS,Pearland ISD,1
4834920DUS,Pilot Point Isd,1
4835100DUS,Plano ISD,1
4835310DUS,Ponder ISD,1
4835760DUS,Premont Isd,
4836450DUS,Randolph Field ISD,1
4836660DUS,Red Oak Isd,
4837020DUS,Richardson ISD,
4838220DUS,Royse City ISD,1
4838400DUS,S & S CISD,1
4838580DUS,Salado Isd,1
4838730DUS,San Antonio ISD,1
4838790DUS,San Benito CISD,1
4839630DUS,Sealy ISD,1
4839990DUS,Sheldon ISD,
4840080DUS,Sherman ISD,1
4840650DUS,Snyder Isd,
4840680DUS,South San Antonio Isd,
4840950DUS,Southwest ISD,
4841100DUS,Spring Branch ISD,
4841220DUS,Spring ISD,1
4841350DUS,Stafford MSD,1
4841520DUS,Stephenville,
4841880DUS,Sunnyvale ISD,
4842060DUS,Taft Isd,
4842480DUS,Texarkana ISD,1
4842510DUS,Texas City ISD,
4842930DUS,Tom Bean ISD,
4842960DUS,Tomball ISD,1
4843140DUS,Trenton Isd,
4843890DUS,Van Alstyne ISD,1
4843950DUS,Van Vleck ISD,1
4844730DUS,Waxahachie ISD,1
4845040DUS,West Isd,
4845380DUS,Wharton Isd,
4846350DUS,Wolfe City ISD,
4846440DUS,Woodville Isd,
4846530DUS,Wylie Isd,
4900270DUS,Emery District,
4900390DUS,Iron District,1
4900660DUS,North Sanpete District,
4900750DUS,Park City School District,1
5000002DUS,Spaulding Uhsd 41,
5002820DUS,Burlington School District,
5004590DUS,Hartford School District,
5004860DUS,Irasburg School District,
5005060DUS,Lamoille Union High School District #18,
5005610DUS,Milton Town School District,
5005700DUS,Montpelier School District,
5005840DUS,Mount Mansfield Usd 17,
5007050DUS,Rutland City School District,
5007470DUS,South Burlington School Dist,
5007530DUS,Springfield School District,
5008237DUS,Uhsd 32,
5099904DUS,Addison Rutland Supervisory Union,
5100090DUS,Albemarle County Public Schools,1
5100120DUS,Alexandria City Public Schools,
5100270DUS,Arlington Public Schools,
5100930DUS,Colonial Beach Public Schools,
5101050DUS,Culpeper County Public Schools,
5101260DUS,Fairfax County Public Schools,1
5101290DUS,Falls Church City Public Schools,
5101320DUS,Fauquier County Public Schools,
5101380DUS,Fluvanna County Public Schools,1
5101620DUS,Gloucester County Public Schools,1
5101800DUS,Hampton City Schools,1
5101860DUS,Harrisonburg City Public Schools,1
5101980DUS,Hopewell City Public Schools,1
5102100DUS,King George County Public Schools,
5102250DUS,Loudoun County Public Schools,
5102360DUS,Manassas City Public Schools,1
5102370DUS,Madison County Public Schools,
5102390DUS,Manassas Park City Public Schools,
5102640DUS,Newport News Public Schools,
5103000DUS,Portsmouth Public Schools,
5103130DUS,Prince William County Public Schools,
5103210DUS,Rappahannock County Public Schools,1
5103240DUS,Richmond Public Schools,
5103270DUS,Richmond County Public Schools,
5103390DUS,Rockingham County Public Schools,1
5103460DUS,Salem City Public Schools,1
5103640DUS,Spotsylvania County Public Schools,1
5103660DUS,Stafford County Public Schools,
5103690DUS,Staunton City Public Schools,1
5300030DUS,Aberdeen School Dist 5,1
5300240DUS,Arlington School Dist 16,1
5300330DUS,Bainbridge Island Sch Dist 303,
5300390DUS,Bellevue School District 405,1
5300990DUS,Castle Rock School Dist 401,
5301140DUS,Centralia School Dist 401,1
5301170DUS,Chehalis School District,
5302400DUS,Edmonds School District,1
5302670DUS,Everett Public Schools,1
5303540DUS,Highline Public Schools ,1
5303960DUS,Kent School District,1
5304860DUS,Marysville School District 25,1
5304980DUS,Mercer Island Sch Dist 400,1
5305250DUS,Mossyrock Sch Dist 206,
5305910DUS,Northshore School District,1
5307080DUS,Quincy School District #144,
5307710DUS,Seattle School Dist 1,1
5307770DUS,Selah School Dist 119,1
5307920DUS,Shoreline School District #412,
5308040DUS,Snoqualmie School Dist 410,
5308250DUS,Spokane Public Schools,1
5308670DUS,Sunnyside Sch Dist 201,
5309100DUS,Tumwater Sch Dist 33,
5501770DUS,Elmbrook,1
5502460DUS,Cedarburg School District,
5505610DUS,Grafton,
5508820DUS,Marshfield School District,1
5509130DUS,Mequon-Thiensville School District,
5516620DUS,Whitefish Bay School District,1
5600730DUS,Albany County School District #1,1
5602140DUS,Converse County School District #1,
5602760DUS,Uinta County School District #1,
5602820DUS,Fremont County School District #21,
5603770DUS,Johnson County School District #1,
5604450DUS,Fremont County School District #14,
5604510DUS,Natrona County School District #1,1
5604860DUS,Sublette County School District #1,
5605690DUS,Sheridan County School District #1,
5605830DUS,Teton County School District #1,
5606090DUS,Weston County School District #7,
7800032DUS,Albany Academy (Boys and Girls),
7800033DUS,Naviance Unified School District,1
7800034DUS,Regis Jesuit,
7800036DHK,English Schools Foundation,
7800041DUS,FCPS Test Environment,1
7800042DUS,FCPS Development Environment,1
7800043DUS,FCPS Trainer District,1
7800050DUS,Cristo Rey Network,
7800052DUS,Central New York Regional Information Center,
7800053DUS,High Tech High ,
7800056DUS,KIPP: Houston,1
7800058DUS,Minneapolis Public Schools- Non-Public Guidance,
7800062DUS,YES Prep Public Schools,
7800066DUS,Aspire Public Schools,
7800068DUS,Kamehameha Schools,
7800070DUS,K12 Inc.,
7800072DUS,"Partnerships to Uplift Communities-Valley,LA & LVT",
7800079DCN,Shanghai Community International Schools,
7800224DUS,Desert Rose Academies,
7800333DUS,BASIS.ed                           ,
7800398DUS,Cedar Ridge School District,1
7800399DUS,Hillcrest School District,
7800406DUS,Haas Hall Academy,1
7800412DUS,Valley Center-pauma Unified,
7800538DUS,Friendship Public Charter School-DCP,
7800774DUS,Indianapolis Classical Schools,1
7801216DUS,Camden Academy Charter High-District,
7801222DUS,Leap Academy Charter School-District,
7801236DUS,Cattaraugus-little Valley Central School District,
7801315DUS,Harlem Children's Zone,
7801582DUS,Arts & College Preparatory Academy(District),
7801997DUS,Math Sci & Tech Community Cs (Dist),
7802001DUS,Universal Companies,
7802022DUS,Nueva Esperanza Academy Cs,
7802030DUS,Mastery Charter Schools,
7802072DUS,Achievement House Cs - District,
7802281DUS,School Of Science And Technology,
7802287DUS,KIPP Austin Public Schools,
7802291DUS,Brooks Academy,1
7802481DUS,Great Hearts Academies,
7802482DUS,Noble Street Charter Schools,
7802487DUS,Uplift Education,
7802496DUS,University Demo District,
7802505DUS,Alliance College-Ready Public Schools,1
7802508DUS,Minnesota Office of Higher Education,
7802510DUS,Leadership Public Schools,
7802511DUS,Washington County Public Schools,1
7802512DUS,Shanghai Dipont Education Management Ltd.,
7802518DUS,Naviance Succeed District,
7802519DUS,SDUSD TEST District ,
7802520DUS,Gear Up Memphis,
7802524DUS,Achievement First,
7802525DUS,Kaplan Virtual Education,
7802526DUS,College Possible,
7802527DUS,IDEA Public Schools,
7802531DUS,TX Test District,1
7802532DUS,Naviance Test District - for dev,1
7802533DUS,Naviance QA District,1
7802539DUS,Magnolia Schools,
7802554DUS,Houston Test District,
7802555DUS,Ramp-Up to Readiness District,
7802556DUS,Naviance Support Services District,1
7802557DUS,Indiana Commission for Higher Education,
7802558DID,Sekolah Pelita Harapan (District),
7802562DUS,Chicago International Charter School,
7802570DUS,BOCES of New York State,1
7802571DUS,District #79,
7802573DUS,Capital Region BOCES- Test Account,1
7802574DUS,Harmony Public Schools,1
7802575DUS,Bard District,
7802581DUS,Envision Schools,
7802586DUS,EASTCONN,
7802591DUS,"Kappa Alpha Psi Fraternity, Inc",
7802592DUS,Naviance Sales District,1
7802595DUS,50k - FAKE ACCOUNT,
7802597DUS,Roman Catholic Diocese of Albany,
7802601DUS,Urban Prep Academies ,
7802604DUS,Namita's Test Account (District),
7802605DUS,DCP Test District,1
7802611DUS,navstoretrdprd,
7802612DUS,Naviance Independent School District,1
7802622DUS,Naviance QA District,1
7802623DUS,testautodist,
7802626DUS,Ray Test PRDTPKG District,
7802629DUS,Da Vinci Schools,
7802630DUS,Cleveland MSD Test District,1
7802631DUS,Texas A & M International Univeristy,
7802633DUS,navstoreliked,
7802640DUS,Raymund TEST District,1
7802642DUS,NSC Test District,1
7802646DHK,The Edge Learning Centres,
7802648DUS,Summit Public Schools,
7802649DUS,Rolling Hills Prep School,
7802651DUS,PM Test District,
7802652DUS,Concept Schools,
7802654DUS,Prod - Ray Test District A,1
7802655DUS,Prod - Ray Test District B,
7802656DUS,Prod - Ray Test District C,1
7802657DUS,Prod - Ray Test District D,1
7802659DUS,Prod - Ray Test District E,
7802660DUS,College Summit,
7802665DUS,New York City Department of Education,
7802673DUS,Charter Schools USA ,1
7802679DUS,intelliVOL District,
7802680DUS,Elite Educational Institute,
7802681DUS,Academy Of The New Church,
7802683DUS,Parkway School District - Test District,
7802685DUS,Diocese of Bridgeport,
7802687DUS,Colorado Early Colleges,
7802689DUS,College Track,
7802691DUS,Naviance Consulting District,1
7802692DUS,Newedocs test district,
7802695DUS,Sonoran Schools,1
7802700DUS,Prod - Test State District 1,
7802701DUS,Prod - Test District County A,1
7802702DUS,Prod - Test District County B,1
7802703DUS,Prod - Ray Test District 4,1
7802709DUS,STRIVE Preparatory Schools,
7802710DUS,Spring Branch ISD-Test District,
7802712DCN,Dulwich College Management Asia Pacific Pte. Ltd,
7802719DUS,Perspectives Charter Schools,
7802720DUS,Bergen County Academies,
7802721DUS,K12 Mafia Test District,1
7802727DUS,Bright Star Schools,1
7802736DUS,K12 Inc. - Test District,
7802737DUS,University Prep Schools,
7802738DUS,Saint Paul Public Schools - Test District,
7802742DUS,Butler University Teaching District,
7802743DUS,Frontier Schools,1
7802746DUS,New Settlement's College Access Center-HQ,
7802748DUS,The Eagle Academy Foundation,
7802749DUS,Academy for Urban School Leadership,
7802750DUS,Prep Villa,
7802755DUS,Nav Test District 01,1
7802761DUS,Nav Test QA - Production,
7802764DUS,"Michigan Future, Inc.-District",
7802765DUS,New Visions Charter High Schools,
7802769DAE,Educational Services Overseas Limited,
7802771DUS,Armenian Educational Foundation,
7802772DUS,District Course Planner (DCP) Test District- Bissm,1
7802792DUS,The Urban Assembly,
7802796DUS,Acceleration Academies,
7802820DUS,Uncommon Schools,
7802821DUS,Acero Schools,
7802826DES,SEK International Schools,
7802925DUS,The Foundation for Hispanic Education,1
7802953DUS,KIPP Bay Area Schools,
7802955DUS,Carmen Schools of Science and Technology,
7802986DUS,ASU Preparatory Academy,
7802988DUS,RSU 02,
7802989DUS,Excel Chicago(Not a District) Delete,
7802991DUS,Dove Science Academy (Charter School Network),
7802993DTW,Morrison Academy,
7802994DUS,Career ConnectED Center,
7803000DUS,QA District :: Production,1
7803003DUS,UXDistrict,1
7803006DTR,MEF Schools of Turkey,
7803009DUS,Fairmont Private Schools,
7803010DUS,St. Joseph Catholic Schools,
7803014DUS,Harford County Public Schools - Test District,
7803023DUS,DSST Public Schools,
7803025DUS,San Diego Unified School District - Test District,
7803030DIN,Indus International Schools,
7803031DUS,Baker Charter Schools,
7803032DUS,The Bear Creek Schools,
7803033DUS,Gear Up - Lafayette Parish,
7803034DUS,The School District of Philadelphia-Test Account,
7803035DCN,Gateway Consulting,
7803037DUS,Institute for Student Achievement,
7803040DUS,The O'Farrell Charter Schools,
7803042DUS,University Schools,1
7803046DUS,Naviance Global,1
7803047DUS,TEACH Public Schools,
7803051DUS,Education Achievement Authority,
7803054DUS,Carpe Diem Learning Systems,
7803055DUS,Collegiate Academies,
7803059DCN,CSIES,
7803065DUS,KnowledgeLink Group,
7803071DUS,Altus Schools,
7803074DUS,Chavez Schools,
7803080DRU,Anglo-American District,
7803081DUS,PSD Test Environment,
7803082DUS,New America Schools Network,
7803085DUS,Futures Academy,
7803092DAE,Taaleem,
7803095DUS,Legacy Preparatory Charter Academy,1
7803097DUS,PPS Test Environment,
7803098DUS,University of Chicago Urban Education Institute,
7803099DUS,ResponsiveEd,1
7803200DUS,Naviance Succeed Demo District,
7803205DUS,AchieveWorks Test District,
7803206DUS,Aspira Inc. of PA (Olney Charter High School),
7803210DUS,Sherlock Elementary District,
7803211DUS,Watson Elementary District,1
7803221DUS,CO Division of Youth Corrections,
7803225DUS,Collierville School District,
7803235DUS,Performance Test District,1
7803236DUS,"The Independent School, Inc.",
7803237DUS,Philadelphia Performing Arts Charter School,
7803248DUS,Naviance Teaching School District,
7803249DUS,NC Association of Independent Schools,
7803256DUS,Propel Schools,
7803259DUS,United Students Advising Services,
7803260DUS,Somerset District,
7803261DUS,Kipp Colorado,
7803262DUS,Test Prep District,
7803265DUS,Ednovate,
7803266DUS,Laura Test District,1
7803267DUS,The SEED Foundation,
7803268DUS,Brother Rice High School (District),
7803269DUS,Orange County Public Schools - Test District,1
7803270DUS,West Side High School,
7803272DIN,Centre Point Schools,
7803273DUS,Inspire Charter School,
7803274DUS,Constellation Schools,
7803275DUS,Gulliver Schools,
7803278DUS,Prestonwood Christian,
7803279DUS,Sesame Street 123 District,
7803283DIN,Shiv Nadar School - Head Office,
7803288DUS,Montgomery County Public Schools - Test District,1
7803289DUS,Jacksonville North Pulaski School District,1
7803296DQA,Almuftah Group,
7803297DUS,Value Schools,
7803303DUS,Phillips Academy Andover-District,
7803305DUS,SAU 7,
7803306DLK,Gateway College,
7803307DUS,New Designs Educational Group-New Designs Charter ,
7803309DUS,Monte Del Sol Charter School,
7803310DCH,International School Basel,
7803311DUS,Aspira Bilingual Cyber Charter School,
7803318DUS,Maryland Business Roundtable for Education - Test ,
7803321DUS,Harlem Village Academies,
7803322DUS,St. Vincent St. Mary High School(District),
7803326DUS,Core District1,
7803327DUS,District Pink1,
7803328DUS,District Green1,
7803329DUS,District blue1,
7803332DUS,District White1,
7803333DUS,District Black1,1
7803336DUS,FAKE DISTRICT - Clever Testing,
7803339DUS,Governor's School For The Arts And Humanities,
7803341DUS,ResponsiveEd Arkansas,1
7803344DUS,Academy for Technology and the Classics (DISTRICT),
7803348DUS,Paulo Freire Social Justice Charter School Distric,
7803350DUS,Making Waves (District),
7803351DUS,Griffin Technology Academies,
7803352DUS,Hampden Charter School of Science,
7803353DUS,St. James Academy (District),
7803354DUS,Newark Collegiate Academy (District),
7803356DUS,Brooklyn Ascend High School (District),
7803361DUS,Belmont Charter Network,
7803362DUS,Adam Product District,1
7803363DUS,Lutheran High School Association,
7803364DUS,The Windsor Schools,
7803365DUS,Stargate Charter School (District),
7803369DUS,Village Tech Schools ( District ),1
7803371DUS,NS Training Zone,1
7803373DUS,Fake_PROD_District,1
7803374DUS,American Paradigm Schools,
7803375DUS,Fake_nss2_1,1
7803376DUS,Richa QA District 2,
7803377DUS,Philadelphia Youth Network (District),
7803378DUS,Middlebury Union High School ( District),
7803379DUS,Fake_NavQA_Dist,1
7803380DUS,Summit Christian Academy (District),
7803381DUS,Hobsons Public School District,1
7803382DUS,Fake_Automation_District,1
7803383DUS,eStem Public Charter Schools,1
7803384DUS,Hawaii Preparatory Academy (District),
7803387DUS,"Connecting Waters Charter Schools, Inc",
7803403DUS,Course Planner Test District,1
7803404DUS,Bishop Kearney High School (District),
7803410DUS,de Toledo High School-District,
7803414DUS,Lighthouse Academies of Arkansas,1
7803415DUS,Global Educational Excellence,
7803418DUS,Maranatha Christian Academy (District),
7803421DUS,Asheville Christian Academy(District),
7803422DUS,Richa new test District,
7803423DUS,JCS Family,
7803425DUS,Education Plus Health,
7803426DUS,Memphis Rise Academy-District,
7803427DUS,United Nations International School-District,
7803429DUS,Northlake Christian School - District,
7803430DUS,Capital Preparatory Schools,
7803431DUS,Notre Dame Academy High School - District,
7803432DUS,Mount de Sales Academy- District,
7803433DUS,Mill Springs Academy-District,
7803434DUS,Murray Hill Academy - District,
7803435DUS,The Accelerated Schools,
7803436DUS,Arkansas Division of Youth Services-Consolidated H,1
7803437DUS,Fake_SAMLQA_Dist,1
7803438DUS,Holland Christian - District,1
7803439DUS,Cincinnati Christian Schools-District,
7803440DUS,Dream Charter School-District,
7803441DUS,Austin Preparatory School - District,
7803442DUS,INNOCADEMY - District,1
7803443DUS,Icademy Global - District,1
7803444DUS,Unity Christian High School - District,1
7803445DUS,Central Catholic Jr Sr High School-District,
7803448DUS,Hudsonville Christian School - District,1
7803451DUS,QA_SAML_Dis_1,1
7803452DUS,High Point Academy - District,
7803453DUS,American University Preparatory School-District,
7803455DUS,The Oakridge School - District,
7803456DUS,Brooklyn Lab Charter School- District,
7803457DUS,WISH Academy High School - District,
7803458DUS,Thomas Edison Energy Smart Charter School-District,
7803459DUS,Marion P. Thomas Charter School - District,
7803460DUS,Exalt Acad Of Sw Little Rock - District,1
7803461DUS,Christian Life School - District,
7803462DUS,Myk District,1
7803463DUS,Executive Education Academy Charter School (Distri,
7803464DUS,KIPP St. Louis - District,
7803465DUS,NOS-District,1
7803466DUS,MaST II- District,
7803467DUS,Village School,
